"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1252185.022737,36985.431663,"ns/op",http_0.9_14.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54538.307575,534.236628,"ns/op",http_0.9_14.json,http
