"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1618920.277821,72493.193776,"ns/op",http_0.5_30.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49703.783970,568.423334,"ns/op",http_0.5_30.json,http
