"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1843777.821268,56160.801841,"ns/op",http_0.3_11.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48289.160505,628.434445,"ns/op",http_0.3_11.json,http
