"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,2024006.879785,50555.900489,"ns/op",http_0.1_48.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45943.012049,430.935047,"ns/op",http_0.1_48.json,http
