"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1256441.741968,37834.177707,"ns/op",http_0.9_32.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53870.656311,486.877926,"ns/op",http_0.9_32.json,http
