"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1338695.504127,35586.523497,"ns/op",http_0.7_24.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53300.453716,321.297274,"ns/op",http_0.7_24.json,http
