"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1764271.468868,10841.750831,"ns/op",http_0.3_14.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49599.612411,456.294339,"ns/op",http_0.3_14.json,http
