"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1858136.556512,11509.668355,"ns/op",http_0.1_33.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45933.959498,646.139668,"ns/op",http_0.1_33.json,http
