"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1513333.211518,41788.041713,"ns/op",http_0.5_1.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51698.392588,471.382502,"ns/op",http_0.5_1.json,http
