"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1119058.303080,49631.548701,"ns/op",http_0.9_15.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54143.580218,432.887524,"ns/op",http_0.9_15.json,http
