"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1685138.186487,14065.538803,"ns/op",http_0.3_42.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48423.180234,642.574332,"ns/op",http_0.3_42.json,http
