"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1848555.322259,11506.122925,"ns/op",http_0.1_20.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46254.766441,477.347776,"ns/op",http_0.1_20.json,http
