"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1519387.239295,42936.983225,"ns/op",http_0.7_2.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52787.684098,529.890543,"ns/op",http_0.7_2.json,http
