"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1914777.934832,45652.604530,"ns/op",http_0.1_35.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46190.079704,497.073913,"ns/op",http_0.1_35.json,http
