"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1913433.044073,43128.786981,"ns/op",http_0.3_5.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47708.018161,462.222316,"ns/op",http_0.3_5.json,http
