"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1493237.522444,10956.466081,"ns/op",http_0.5_13.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49599.750209,548.904049,"ns/op",http_0.5_13.json,http
