"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1711294.752694,25855.297965,"ns/op",http_0.3_0.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48285.129294,573.723688,"ns/op",http_0.3_0.json,http
