"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1499814.197865,20541.951495,"ns/op",http_0.5_14.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49651.797958,628.003361,"ns/op",http_0.5_14.json,http
