"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1501816.952008,34688.491497,"ns/op",http_0.7_47.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52316.755763,533.760916,"ns/op",http_0.7_47.json,http
