"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1227128.469985,56182.110832,"ns/op",http_0.9_21.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54007.329145,300.077276,"ns/op",http_0.9_21.json,http
