"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1470847.517113,31193.864233,"ns/op",http_0.7_0.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53794.736655,295.887469,"ns/op",http_0.7_0.json,http
