"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1536167.195751,10788.338253,"ns/op",http_0.5_40.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48212.797385,510.999289,"ns/op",http_0.5_40.json,http
