"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1735311.590938,61063.739087,"ns/op",http_0.3_48.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47628.311488,546.653215,"ns/op",http_0.3_48.json,http
