"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1261349.261421,29594.911509,"ns/op",http_0.7_29.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52182.533919,397.662168,"ns/op",http_0.7_29.json,http
