"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1734077.348299,47505.076190,"ns/op",http_0.1_19.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,44690.828580,322.445378,"ns/op",http_0.1_19.json,http
