"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1810623.596922,58175.755731,"ns/op",http_0.3_2.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46899.455313,438.038322,"ns/op",http_0.3_2.json,http
