"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1749876.051530,15330.264799,"ns/op",http_0.3_41.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48297.506926,599.030082,"ns/op",http_0.3_41.json,http
