"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1573613.849248,32449.228444,"ns/op",http_0.5_0.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,50165.612673,514.353193,"ns/op",http_0.5_0.json,http
