"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1831806.869221,47386.596234,"ns/op",http_0.3_20.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48650.778740,625.337525,"ns/op",http_0.3_20.json,http
