"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1766510.488882,14132.271927,"ns/op",http_0.3_29.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49140.887632,520.463166,"ns/op",http_0.3_29.json,http
