"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1473968.571368,18146.175715,"ns/op",http_0.5_25.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49264.927984,447.701170,"ns/op",http_0.5_25.json,http
