"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1585952.048991,48601.029350,"ns/op",http_0.5_4.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51330.591917,531.046641,"ns/op",http_0.5_4.json,http
