"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1626915.754805,40069.209106,"ns/op",http_0.5_20.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51467.018738,539.000868,"ns/op",http_0.5_20.json,http
