"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1556188.075592,32998.454391,"ns/op",http_0.5_11.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49523.396392,571.118336,"ns/op",http_0.5_11.json,http
