"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1687310.689615,34580.315854,"ns/op",http_0.1_32.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,43891.052323,483.650837,"ns/op",http_0.1_32.json,http
