"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1277111.829181,34257.978992,"ns/op",http_0.7_36.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53448.845780,345.815901,"ns/op",http_0.7_36.json,http
