"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1550720.129042,10818.550888,"ns/op",http_0.5_12.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,50656.897979,555.033233,"ns/op",http_0.5_12.json,http
