"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1588836.174357,46953.295666,"ns/op",http_0.5_42.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49986.755148,576.559878,"ns/op",http_0.5_42.json,http
