"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1874126.675252,38176.681818,"ns/op",http_0.1_47.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45627.227649,437.995231,"ns/op",http_0.1_47.json,http
