"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1718241.299578,15016.091408,"ns/op",http_0.3_13.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47124.745777,401.179511,"ns/op",http_0.3_13.json,http
