"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1385955.628369,41431.221025,"ns/op",http_0.7_19.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53461.725415,547.774238,"ns/op",http_0.7_19.json,http
