"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1243792.165278,38490.706199,"ns/op",http_0.9_36.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54585.691091,579.651654,"ns/op",http_0.9_36.json,http
