"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1727784.745842,15302.122112,"ns/op",http_0.3_40.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48416.986898,578.952034,"ns/op",http_0.3_40.json,http
