"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1336270.941418,16920.485534,"ns/op",http_0.7_33.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54108.920090,576.157660,"ns/op",http_0.7_33.json,http
