"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1758630.748667,14244.774430,"ns/op",http_0.3_35.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49136.763304,598.704305,"ns/op",http_0.3_35.json,http
