"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1194812.500945,42360.581952,"ns/op",http_0.9_2.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54431.047260,616.164374,"ns/op",http_0.9_2.json,http
