"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1307810.967552,11274.442604,"ns/op",http_0.9_3.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54104.852974,522.662367,"ns/op",http_0.9_3.json,http
