"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1351810.677978,47817.207251,"ns/op",http_0.7_37.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54698.309858,412.217458,"ns/op",http_0.7_37.json,http
