"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1922767.560442,54165.865098,"ns/op",http_0.1_3.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47677.261178,462.529965,"ns/op",http_0.1_3.json,http
