"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1816195.009083,63221.400356,"ns/op",http_0.3_33.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46960.503530,560.083337,"ns/op",http_0.3_33.json,http
