"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1301156.646182,23186.466148,"ns/op",http_0.7_16.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53276.583916,391.639486,"ns/op",http_0.7_16.json,http
