"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1197267.864110,51747.662895,"ns/op",http_0.9_40.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53691.533902,522.749777,"ns/op",http_0.9_40.json,http
