"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1962004.767004,71652.329610,"ns/op",http_0.1_26.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45761.529233,534.438029,"ns/op",http_0.1_26.json,http
