"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1284387.908239,32204.312663,"ns/op",http_0.7_8.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53952.899649,445.353088,"ns/op",http_0.7_8.json,http
