"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1346142.806028,13446.147844,"ns/op",http_0.9_5.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54115.141687,396.152527,"ns/op",http_0.9_5.json,http
