"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1212994.175768,45416.875984,"ns/op",http_0.9_20.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54329.243622,508.401657,"ns/op",http_0.9_20.json,http
