"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1733683.133910,18983.086527,"ns/op",http_0.3_18.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47633.921410,501.260636,"ns/op",http_0.3_18.json,http
