"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1258179.809456,34605.832732,"ns/op",http_0.9_9.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55672.917270,541.331978,"ns/op",http_0.9_9.json,http
