"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1507333.357686,19023.964284,"ns/op",http_0.5_28.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,50347.372748,565.304549,"ns/op",http_0.5_28.json,http
