"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1732786.482473,58322.265017,"ns/op",http_0.3_49.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47309.906531,548.047481,"ns/op",http_0.3_49.json,http
