"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1709913.834890,15068.988200,"ns/op",http_0.3_31.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48749.053182,566.229215,"ns/op",http_0.3_31.json,http
