"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1948737.642538,42246.336040,"ns/op",http_0.1_45.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45984.793360,401.339354,"ns/op",http_0.1_45.json,http
