"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1294231.644200,23060.913208,"ns/op",http_0.7_49.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51895.673703,418.275214,"ns/op",http_0.7_49.json,http
