"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1349219.739758,16813.173476,"ns/op",http_0.7_17.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52695.920524,409.816113,"ns/op",http_0.7_17.json,http
